PLANT LEAF IMAGE,PLANT NAME,PLANT DISEASED/NOT,PLANT DISEASE NAME,UNNAMED: 4,UNNAMED: 5,UNNAMED: 6,UNNAMED: 7,UNNAMED: 8,IMAGE_PATH,SOURCE_FILE,PLANT DISEASED/ NOT
,Apple,YES,scab,,,,,,leaf_images\Plant_row44.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row46.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row47.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row48.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row50.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row51.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row53.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row55.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row56.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row58.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row60.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row61.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row63.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row65.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row66.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row68.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row70.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row71.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row73.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row75.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row76.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row78.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row80.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row81.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row83.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row85.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row86.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row88.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row90.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row91.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row93.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row95.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row96.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row97.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row99.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row100.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row101.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row102.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row104.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row105.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row106.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row107.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row109.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row110.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row111.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row112.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row114.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row115.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row116.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row117.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row119.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row120.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row121.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row122.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row124.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row125.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row126.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row127.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row129.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row130.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row131.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row132.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row134.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row135.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row136.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row137.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row139.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row140.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row141.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row142.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row144.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row145.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row146.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row147.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row149.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row150.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row151.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row152.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row154.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row155.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row156.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row157.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row159.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row160.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row161.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row162.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row164.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row165.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row166.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row167.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row169.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row170.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row171.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row172.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row174.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row175.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row176.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row177.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row179.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row180.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row181.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row182.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row184.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row185.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row186.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row187.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row189.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row190.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row191.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row192.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row194.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row196.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row197.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row199.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row201.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row202.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row204.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row206.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row207.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row209.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row211.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row212.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row214.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row216.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row217.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row219.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row221.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row222.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row224.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row226.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row227.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row229.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row231.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row232.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row234.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row236.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row237.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row239.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row241.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row242.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row244.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row246.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row247.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row249.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row251.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row252.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row254.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row256.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row257.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row259.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row261.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row262.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row264.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row266.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row267.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row269.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row271.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row272.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row274.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row276.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row277.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row279.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row281.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row282.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row284.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row286.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row287.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row289.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row291.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row292.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row294.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row296.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row297.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row299.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row301.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row302.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row304.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row306.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row307.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row309.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row311.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row312.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row314.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row316.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row317.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row319.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row321.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row322.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row324.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row326.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row327.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row329.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row331.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row332.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row334.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row336.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row337.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row339.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row341.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row342.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row344.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row346.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row347.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row349.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row351.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row352.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row354.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row356.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row357.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row359.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row361.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row362.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row364.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row366.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row367.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row369.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row371.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row372.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row374.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row376.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row377.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row379.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row381.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row382.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row383.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row384.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row386.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row387.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row388.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row389.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row391.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row392.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row393.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row394.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row396.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row397.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row398.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row399.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row401.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row402.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row403.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row404.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row406.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row407.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row408.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row409.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row411.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row412.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row413.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row414.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row416.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row417.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row418.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row419.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row421.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row422.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row423.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row424.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row426.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row427.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row428.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row429.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row431.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row432.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row433.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row434.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row436.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row437.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row438.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row439.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row441.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row442.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row443.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row444.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row446.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row447.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row448.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row449.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row451.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row452.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row453.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row454.jpg,Plant.xlsx,
,Apple,YES,scab,,,,,,leaf_images\Plant_row456.jpg,Plant.xlsx,
